index,link,Title,Price,km,Zustand,Registration date,kW,hp,transmission,Ffuel,Type,Previous Owners,Last Service Date,Warranty,Full Service,Non-smoking Vehicle,Make,Model,First Registration,Body Color,Paint Type,Upholstery,Body,Nr. of Doors,Nr. of Seats,Gearing Type,Gears,Displacement,Cylinders,Weight,Fuel,ConsumptionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,CO2 EmissionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,Offer Number,Body Color Original,Drive chain,Emission Class,Availability,Country version,Emission Label,Next Inspection,Electricity consumptionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,Inspection new,Model Code,Last Timing Belt Service Date,Other Fuel Types,CO2 Emission
66,https://www.autoscout24.com//offers/mitsubishi-space-star-1-2-mivec-invite-connect-as-gasoline-white-cf9683d6-405a-4235-b39c-c432c53fb3b7,"Mitsubishi Space Star 1,2 MIVEC Invite Connect AS","€ 11,890.-",- km,New,-/-,59 kW,80 hp,"Manual, Gasoline","Manual, Gasoline",New,0,,,,,Mitsubishi,Space Star,,White,,"Cloth, Black",Sedans,5,5,Manual,5,"1,193 cc",3,845 kg,Gasoline,"4.9 l/100 km (comb)
5.6 l/100 km (city)
4.6 l/100 km (country)",113 g CO2/km (comb),,Polar Weiß,,Euro 6d-TEMP,,Austria,,,,,,,,
67,https://www.autoscout24.com//offers/alfa-romeo-giulietta-exclusive-2-0-jtdm-2-diesel-black-ffb02e18-ba99-4b96-8e38-6f1b78a0d29d,"Alfa Romeo Giulietta Exclusive 2,0 JTDM-2","€ 14,990.-","36,000 km",Used,02/2015,110 kW,150 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Alfa Romeo,Giulietta,2015,Black,Metallic,Part leather,Compact,5,,Manual,6,"1,956 cc",,,Diesel,"4.2 l/100 km (comb)
5 l/100 km (city)
3.7 l/100 km (country)",110 g CO2/km (comb),2111283,schwarz,front,Euro 5,,,,,,,,,,
68,https://www.autoscout24.com//offers/renault-clio-expression-1-5-dci-diesel-red-e507fe9a-ac06-a277-e053-e250040ae685,"Renault Clio Expression 1,5 dCi","€ 1,799.-","200,000 km","Used, Full Service History",06/2006,63 kW,86 hp,"Manual, Diesel","Manual, Diesel",Used,2,,,,,Renault,Clio,2006,Red,Metallic,"Cloth, Grey",Sedans,3,5,Manual,5,"1,461 cc",4,"1,165 kg",Diesel,"4.4 l/100 km (comb)
5.2 l/100 km (city)
4 l/100 km (country)",117 g CO2/km (comb),,,front,,,,,10/2020,,,,,,
69,https://www.autoscout24.com//offers/audi-a7-sportback-55-tfsi-quattro-s-tronic-gasoline-black-fba1af5f-836e-4a7c-93fa-a9be04c3bc05,Audi A7 Sportback 55 TFSI quattro S-tronic,"€ 94,450.-","12,000 km",Used,02/2019,250 kW,340 hp,"Automatic, Gasoline","Automatic, Gasoline",Used,,,,,,Audi,A7,2019,Black,Metallic,Cloth,Sedans,5,4,Automatic,7,"2,995 cc",,"1,890 kg",Gasoline,"6.9 l/100 km (comb)
9.1 l/100 km (city)
5.4 l/100 km (country)",157 g CO2/km (comb),210-9076,mythosschwarz met.,4WD,Euro 6,,,,02/2022,,,,,,
70,https://www.autoscout24.com//offers/nissan-qashqai-1-3-dig-t-acenta-gasoline-white-56a66a4b-f97b-4629-a66a-ddf08d00f838,"Nissan Qashqai 1,3 DIG-T Acenta","€ 19,990.-",20 km,"Pre-registered, Full Service History",10/2019,103 kW,140 hp,"Manual, Gasoline","Manual, Gasoline",Pre-registered,,,36 months,,,Nissan,Qashqai,2019,White,,Cloth,Off-Road/Pick-up,5,5,Manual,6,"1,332 cc",,"1,375 kg",Gasoline,"5.3 l/100 km (comb)
6.6 l/100 km (city)
4.5 l/100 km (country)",121 g CO2/km (comb),34574,weiß,front,,,,,10/2022,,,,,,
71,https://www.autoscout24.com//offers/audi-a3-sb-1-6-jubilaeumsmodell-gasoline-black-2b2c9c9b-2df1-6163-e053-e250040a9826,"Audi A3 SB 1,6 Jubiläumsmodell","€ 7,000.-","130,000 km",Used,04/2010,75 kW,102 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Audi,A3,2010,Black,,,Sedans,5,5,Manual,5,"1,595 cc",4,"1,225 kg",Gasoline,"6.9 l/100 km (comb)
9.5 l/100 km (city)
5.4 l/100 km (country)",164 g CO2/km (comb),,,,Euro 4,,,,,,,,04/2019,,
72,https://www.autoscout24.com//offers/fiat-talento-kw-l1h1-1-6-120-sx-netto-17-300-messepreis-diesel-white-89c1e016-8b43-4fdf-9b63-028a49df69ec,"Fiat Talento KW L1H1 1,6 120 SX - NETTO €17.300,- MESSEPREIS","€ 20,760.-",- km,New,-/-,88 kW,120 hp,"Manual, Diesel","Manual, Diesel",New,0,,,,,Fiat,Talento,,White,,"Cloth, Other",Transporter,,2,Manual,,,,,Diesel,,,KEF73791.63,,front,,,Austria,,,,,,,,
73,https://www.autoscout24.com//offers/ford-b-max-trend-1-6-duratorq-tdci-diesel-white-c6789570-20f5-4f8c-b3a7-3aff2d02866d,"Ford B-Max Trend 1,6 Duratorq TDCi","€ 7,997.-","111,500 km","Used, Full Service History",07/2014,70 kW,95 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Ford,B-Max,2014,White,,Cloth,Station wagon,5,5,Manual,5,"1,560 cc",,,Diesel,,,3423591,weiss,front,Euro 5,,,,,,,,,,
74,https://www.autoscout24.com//offers/mazda-cx-5-g165-takumi-gasoline-grey-d3822328-46df-40ac-adb1-80327fd2d019,Mazda CX-5 G165 Takumi,"€ 29,980.-",10 km,"New, Full Service History",-/-,121 kW,165 hp,"Manual, Gasoline","Manual, Gasoline",New,,,,,,Mazda,CX-5,,Grey,Metallic,Cloth,Off-Road/Pick-up,5,5,Manual,6,"1,998 cc",,,Gasoline,,,3330068,Machinegrau,front,Euro 6,,,,,,,,,,
75,https://www.autoscout24.com//offers/seat-ibiza-reference-gasoline-white-82071ed7-4271-42ab-bba0-07c0c59a8ae1,SEAT Ibiza Reference,"€ 11,990.-","7,100 km","Used, Full Service History",08/2019,59 kW,80 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,SEAT,Ibiza,2019,White,,,Sedans,5,5,Manual,,999 cc,,"1,037 kg",Gasoline,"4.7 l/100 km (comb)

",,350-35286,weiss normal,front,,,,,,,,,,,
76,https://www.autoscout24.com//offers/renault-koleos-dci-175-4wd-initiale-paris-x-tronic-aut-diesel-white-81a121fc-66ad-4aa4-a2d2-dc91c05dc59f,Renault Koleos dCi 175 4WD Initiale Paris X-Tronic Aut.,"€ 35,490.-","9,980 km","Demonstration, Full Service History",04/2019,130 kW,177 hp,"Automatic, Diesel","Automatic, Diesel",Demonstration,1,,,,,Renault,Koleos,2019,White,Metallic,"Full leather, Other",Off-Road/Pick-up,5,5,Automatic,7,"1,995 cc",4,"1,769 kg",Diesel (Particulate Filter),"6.4 l/100 km (comb)
7 l/100 km (city)
6 l/100 km (country)",168 g CO2/km (comb),,,4WD,,,Austria,,,,,,,,
77,https://www.autoscout24.com//offers/fiat-ducato-kastenwagen-l2h2-33-2-3-multijet-130-diesel-white-d318180f-c51f-4e3a-9ad5-534957e45e60,Fiat Ducato Kastenwagen L2H2 33 2.3 MultiJet 130,"€ 20,388.-","57,248 km",Used,12/2016,96 kW,131 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Fiat,Ducato,2016,White,,"Other, Other",Transporter,5,3,Manual,,"2,287 cc",,"1,925 kg",Diesel,,166 g CO2/km (comb),26465,WEISS,front,,,,,12/2019,,,,,,
78,https://www.autoscout24.com//offers/ford-kuga-2-0-tdci-vignale-start-stop-powershift-aut-awd-diesel-black-1ff7c958-43f8-4570-923f-e7fd8dfbd64a,"Ford Kuga 2,0 TDCi Vignale Start/Stop Powershift Aut. AWD","€ 42,690.-",1 km,New,-/-,132 kW,179 hp,"Automatic, Diesel","Automatic, Diesel",New,,,,,,Ford,Kuga,,Black,Metallic,Full leather,Off-Road/Pick-up,5,5,Automatic,6,"1,997 cc",,,Diesel,"5.2 l/100 km (comb)
5.5 l/100 km (city)
4.9 l/100 km (country)",134 g CO2/km (comb),F-BUCH19011135,Iridium Schwarz Met,4WD,Euro 6,,,,,,,,,,
79,https://www.autoscout24.com//offers/volkswagen-amarok-atacama-garantie-bis-09-2020-diesel-black-7a6bd095-ca58-a244-e053-e250040a6997,Volkswagen Amarok Atacama Garantie bis 09.2020,"€ 25,900.-","96,000 km",Used,09/2015,132 kW,179 hp,Diesel,Diesel,Used,,,,,,Volkswagen,Amarok,2015,Black,Metallic,,Off-Road/Pick-up,,,,,,,,Diesel (Particulate Filter),,,,,,,,,,,,,,,,
80,https://www.autoscout24.com//offers/audi-a8-4-2-tdi-dpf-quattro-diesel-grey-7648b39a-be15-0062-e053-e250040a4a54,Audi A8 4.2 TDI DPF quattro,"€ 10,900.-","199,000 km","Used, Full Service History",01/2006,240 kW,326 hp,"Automatic, Diesel","Automatic, Diesel",Used,3,,,,,Audi,A8,2006,Grey,Metallic,"Full leather, Grey",Sedans,4,5,Automatic,6,"4,134 cc",8,"1,945 kg",Diesel (Particulate Filter),"9.4 l/100 km (comb)
13.3 l/100 km (city)
7.2 l/100 km (country)",249 g CO2/km (comb),,,4WD,Euro 4,,,,,,,0588/898,,,
81,https://www.autoscout24.com//offers/suzuki-swift-sport-limited-yellow-edition-jdm-gasoline-yellow-48df629b-abf8-4165-e053-e250040a6023,Suzuki Swift Sport Limited Yellow Edition JDM,"€ 7,500.-","117,450 km","Used, Full Service History",09/2013,100 kW,136 hp,"Manual, Gasoline","Manual, Gasoline",Used,2,,,,,Suzuki,Swift,2013,Yellow,Metallic,,Compact,3,4,Manual,,,,,Gasoline,,,,,,,,,,09/2020,,,,,,
82,https://www.autoscout24.com//offers/citroen-c3-puretech-110-s-s-6-gang-manuell-shine-gasoline-white-1b7cf96e-129c-49ec-8ece-9c850c09af0d,Citroen C3 PureTech 110 S&S 6-Gang-Manuell Shine,"€ 17,220.-",100 km,Demonstration,11/2019,81 kW,110 hp,"Manual, Gasoline","Manual, Gasoline",Demonstration,,,,,,Citroen,C3,2019,White,,Cloth,Sedans,5,5,Manual,6,"1,199 cc",,"1,141 kg",Gasoline,"4.6 l/100 km (comb)
5.7 l/100 km (city)
3.9 l/100 km (country)",104 g CO2/km (comb),492199,weiß,front,,,,,11/2022,,,,,,
83,https://www.autoscout24.com//offers/bmw-i3-bmw-edrive-bev-i01-electric-blue-7d732381-b6b7-46b3-9d12-e7a5d1733918,BMW i3 BMW eDrive BEV i01,"€ 49,612.-",18 km,New,-/-,125 kW,170 hp,"Manual, Electric","Manual, Electric",New,,,,,,BMW,i3,,Blue,,,Sedans,5,4,Manual,,,,"1,320 kg",Electric,,,012114538,Imperialblau mit Akt,,Euro 5,,,,01/1970,,,,,,0 g CO2/km (comb)
84,https://www.autoscout24.com//offers/volkswagen-passat-tdi-2-0-4motion-dsg-highline-standhzg-acc-diesel-blue-d7bc5899-f931-4fad-8fdb-32251e97f11e,Volkswagen Passat TDI 2.0 4motion DSG Highline Standhzg. ACC,"€ 33,274.-","28,518 km",Used,08/2016,176 kW,239 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,,,,Volkswagen,Passat,2016,Blue,Metallic,Full leather,Sedans,5,,Automatic,,"1,968 cc",,,Diesel (Particulate Filter),"5.5 l/100 km (comb)
6.6 l/100 km (city)
4.9 l/100 km (country)",143 g CO2/km (comb),2988245,blau,4WD,,,,,08/2021,,,,,,
85,https://www.autoscout24.com//offers/volkswagen-tiguan-2-0-tdi-scr-highline-r-line-diesel-black-453bca1e-8080-4a0a-b0b8-6bae049d67b5,"Volkswagen Tiguan 2,0 TDI SCR Highline*R-line*","€ 24,990.-","82,084 km",Used,10/2016,110 kW,150 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Volkswagen,Tiguan,2016,Black,,Full leather,Off-Road/Pick-up,5,5,Manual,7,"1,968 cc",,"1,830 kg",Diesel (Particulate Filter),"4.9 l/100 km (comb)

",129 g CO2/km (comb),177,schwarz,front,Euro 6,,,,10/2021,,,,,,
86,https://www.autoscout24.com//offers/ford-c-max-trend-1-6-tdci-dpf-eco-sport-diesel-red-c0c72097-0aa2-617f-e053-e250040a05a0,"Ford C-Max Trend 1,6 TDCi/DPF-Eco-Sport","€ 7,950.-","73,900 km",Used,08/2010,74 kW,101 hp,"Manual, Diesel","Manual, Diesel",Used,1,11/2019,,,,Ford,C-Max,2010,Red,,,Other,5,5,Manual,5,"1,560 cc",4,"1,392 kg",Diesel (Particulate Filter),"4.7 l/100 km (comb)
6.3 l/100 km (city)
4.1 l/100 km (country)",119 g CO2/km (comb),,,,Euro 4,,,,,,,,08/2016,,
87,https://www.autoscout24.com//offers/fiat-500c-eco-1-2-69-lounge-lounge-winterraeder-gasoline-green-ed59290d-c29d-4795-86cb-db7542466f03,"Fiat 500C ECO 1,2 69 Lounge Lounge *Winterräder*","€ 10,790.-","12,600 km","Used, Full Service History",08/2018,51 kW,69 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Fiat,500C,2018,Green,,Cloth,Convertible,2,4,Manual,5,"1,242 cc",,905 kg,Gasoline,"4.3 l/100 km (comb)
4.8 l/100 km (city)
4 l/100 km (country)",99 g CO2/km (comb),IUS869,Lattementa Grün,front,Euro 6,,,,08/2021,,,,,,
88,https://www.autoscout24.com//offers/bmw-520-5er-reihe-kombi-diesel-f11-touring-aut-diesel-blue-42d31b9b-424b-3923-e053-e250040acd3a,BMW 520 5er-Reihe Kombi Diesel (F11) Touring Aut.,"€ 13,990.-","205,195 km",Used,04/2013,135 kW,184 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,,,,BMW,520,2013,Blue,,,Station wagon,5,5,Automatic,8,"1,995 cc",4,"1,715 kg",Diesel (Particulate Filter),"4.9 l/100 km (comb)
5.9 l/100 km (city)
4.3 l/100 km (country)",129 g CO2/km (comb),,,,Euro 5,,,,,,,,,,
89,https://www.autoscout24.com//offers/opel-mokka-x-1-4-turbo-120-jahre-edition-start-stop-sys-gasoline-red-7e88a089-25e5-4fba-80af-59bc0c2ab3cc,"Opel Mokka X 1,4 Turbo 120 Jahre Edition Start/Stop Sys","€ 18,390.-","2,443 km","Demonstration, Full Service History",08/2019,88 kW,120 hp,"Manual, Gasoline","Manual, Gasoline",Demonstration,1,,,,,Opel,Mokka,2019,Red,Metallic,Cloth,Off-Road/Pick-up,5,5,Manual,6,"1,364 cc",,,Gasoline,,151 g CO2/km (comb),3336735,Orient Rot (M2),front,Euro 6,,,,,,,,,,
90,https://www.autoscout24.com//offers/skoda-octavia-combi-2-0-style-tdi-4x4-dsg-diesel-black-739c9696-d49c-5c73-e053-e250040ac775,"Skoda Octavia Combi 2,0 Style TDI 4x4 DSG","€ 29,300.-","16,000 km","Used, Full Service History",02/2019,110 kW,150 hp,"Automatic, Diesel","Automatic, Diesel",Used,1,,,,,Skoda,Octavia,2019,Black,Metallic,,Station wagon,5,5,Automatic,7,"1,968 cc",4,"1,490 kg",Diesel (Particulate Filter),"5 l/100 km (comb)

",132 g CO2/km (comb),,,,Euro 6,,,,02/2022,,,,,,
91,https://www.autoscout24.com//offers/mercedes-benz-c-320-cdi-dpf-7g-tronic-avantgarde-amg-diesel-grey-95ef2f91-8e86-2066-e053-e250040ad9fc,Mercedes-Benz C 320 CDI DPF 7G-TRONIC Avantgarde AMG,"€ 9,900.-","174,000 km",Used,05/2009,165 kW,224 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,,,,Mercedes-Benz,C 320,2009,Grey,,,Sedans,4,5,Automatic,7,"2,987 cc",6,"1,700 kg",Diesel (Particulate Filter),"7.3 l/100 km (comb)
10 l/100 km (city)
5.9 l/100 km (country)",193 g CO2/km (comb),,,,Euro 4,,,,,,,1313/ABH,,,
92,https://www.autoscout24.com//offers/audi-a3-style-1-6-tdi-diesel-grey-b4600a0e-bf71-4b6c-bb8c-ea806b6e94d0,"Audi A3 Style 1,6 TDI","€ 9,990.-","145,000 km",Used,11/2011,66 kW,90 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Audi,A3,2011,Grey,Metallic,"Cloth, Grey",Compact,3,,Manual,5,"1,598 cc",,,Diesel,"4.7 l/100 km (comb)
5.6 l/100 km (city)
3.9 l/100 km (country)",114 g CO2/km (comb),2132398,grau,front,Euro 5,,,,,,,,,,
93,https://www.autoscout24.com//offers/volkswagen-polo-gasoline-black-a557dcfe-b886-4c15-82ee-bb6ac42454cb,Volkswagen Polo,"€ 12,880.-",15 km,"Used, Full Service History",03/2019,59 kW,80 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Volkswagen,Polo,2019,Black,,,Sedans,4,5,Manual,,999 cc,,"1,093 kg",Gasoline,"4.8 l/100 km (comb)

",,121-12987,schwarz normal,front,,,,,,,,,,,
94,https://www.autoscout24.com//offers/audi-a4-3-2-fsi-v6-quattro-tiptronic-gasoline-grey-2fbfcf98-a784-a709-e053-e250040a0ecb,"Audi A4 3,2 FSI V6 quattro Tiptronic","€ 6,500.-","225,000 km",Used,02/2006,188 kW,256 hp,"Semi-automatic, Gasoline","Semi-automatic, Gasoline",Used,,,,,,Audi,A4,2006,Grey,,,Sedans,4,5,Semi-automatic,6,"3,123 cc",6,"1,580 kg",Gasoline,"10.8 l/100 km (comb)
15.4 l/100 km (city)
7.9 l/100 km (country)",257 g CO2/km (comb),,,,,,,,06/2019,,,,,,
95,https://www.autoscout24.com//offers/mercedes-benz-a-180-d-aut-diesel-black-55c8bbb4-d725-4dae-8e4e-42d93c74b34a,Mercedes-Benz A 180 d Aut.,"€ 27,900.-","19,595 km",Used,04/2019,85 kW,116 hp,"Automatic, Diesel","Automatic, Diesel",Used,1,,39 months,,,Mercedes-Benz,A 180,2019,Black,,,Sedans,5,5,Automatic,,"1,461 cc",,,Diesel,"4.2 l/100 km (comb)
4.7 l/100 km (city)
3.9 l/100 km (country)",111 g CO2/km (comb),070021941461,nachtschwarz,front,,,,,,,,,,,
96,https://www.autoscout24.com//offers/ford-focus-ghia-1-8-tddi-diesel-green-0e00338f-70f3-b244-e053-e250040a87eb,"Ford Focus Ghia 1,8 TDdi",€ 950.-,"216,000 km",Used,05/2001,66 kW,90 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Ford,Focus,2001,Green,Metallic,,Sedans,4,5,Manual,5,"1,753 cc",4,"1,050 kg",Diesel,"5.4 l/100 km (comb)
6.7 l/100 km (city)
4 l/100 km (country)",144 g CO2/km (comb),,,,,,,,,,,,,,
97,https://www.autoscout24.com//offers/kia-cee-d-ceed-1-4-mpi-silber-gasoline-silver-9d5f4a25-3b03-4470-a7fb-025105876a90,"Kia cee'd / Ceed 1,4 MPI Silber","€ 11,490.-","11,314 km",Used,03/2015,73 kW,99 hp,"Manual, Gasoline","Manual, Gasoline",Used,1,,,,,Kia,cee'd / Ceed,2015,Silver,,"Cloth, Black",Sedans,5,5,Manual,6,"1,396 cc",,,Gasoline,,,3385064,AA3/ siriussilber me,front,Euro 5,,,,,,,,,,
98,https://www.autoscout24.com//offers/volkswagen-golf-comfortline-tdi-diesel-black-18cc2894-aa02-704e-e053-e250040a4114,Volkswagen Golf Comfortline TDI,"€ 2,300.-","257,000 km",Used,05/2000,66 kW,90 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Volkswagen,Golf,2000,Black,,Cloth,Sedans,5,5,Manual,5,"1,896 cc",4,"1,297 kg",Diesel,"4.9 l/100 km (comb)
6.5 l/100 km (city)
4.1 l/100 km (country)",130 g CO2/km (comb),,,front,,,,,,,,,,,
99,https://www.autoscout24.com//offers/peugeot-boxer-3500-l3h2-2-0-hdi-130-euro6-diesel-white-6f4fbed5-88b0-44c1-a2b7-393dfffbbc40,"Peugeot Boxer 3500 L3H2 2,0 HDi 130 Euro6","€ 25,680.-",10 km,"New, Full Service History",-/-,96 kW,131 hp,"Manual, Diesel","Manual, Diesel",New,,,,,,Peugeot,Boxer,,White,,Cloth,Transporter,5,3,Manual,6,"1,997 cc",,"2,079 kg",Diesel (Particulate Filter),"6.2 l/100 km (comb)

",163 g CO2/km (comb),75415,Schneeweiß,front,Euro 6,,,,,,,,,,
100,https://www.autoscout24.com//offers/mercedes-benz-c-200-t-4matic-aut-amg-line-gasoline-grey-6a5760c2-8f50-48be-a923-5d0b4df4ff59,Mercedes-Benz C 200 T 4MATIC Aut. *AMG-Line*,"€ 43,650.-","18,000 km",Employee's car,12/2018,135 kW,184 hp,"Automatic, Gasoline","Automatic, Gasoline",Employee's car,1,,34 months,,,Mercedes-Benz,C 200,2018,Grey,Metallic,,Station wagon,5,5,Automatic,,"1,497 cc",,,Gasoline,"7.1 l/100 km (comb)
9.2 l/100 km (city)
5.9 l/100 km (country)",162 g CO2/km (comb),400021940558,selenitgrau metallic,4WD,,,,,,,,,,,
101,https://www.autoscout24.com//offers/mercedes-benz-ce-230-coupe-gasoline-grey-4da49a8b-d0e1-f26d-e053-e250040ae3eb,Mercedes-Benz CE 230 Coupé,"€ 3,900.-","175,000 km",Used,08/1988,97 kW,132 hp,"Automatic, Gasoline","Automatic, Gasoline",Used,,,,,,Mercedes-Benz,CE 230,1988,Grey,Metallic,"Cloth, Beige",Coupe,2,4,Automatic,4,"2,298 cc",4,"1,400 kg",Gasoline,,,,,rear,,,,,07/2020,,,,,,
102,https://www.autoscout24.com//offers/opel-astra-st-1-4-turbo-ecotec-oesterreich-edition-start-stop-gasoline-silver-5f787147-8aef-479d-b6b3-010aa30bf055,"Opel Astra ST 1,4 Turbo ECOTEC Österreich Edition Start/Stop","€ 10,970.-","82,049 km",Used,02/2015,88 kW,120 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Opel,Astra,2015,Silver,,Cloth,Station wagon,5,5,Manual,6,"1,364 cc",,"1,428 kg",Gasoline,"5.8 l/100 km (comb)
7.5 l/100 km (city)
4.8 l/100 km (country)",136 g CO2/km (comb),BUCH19071513,Plat.Anthr./RoGrey/0J:silbergr,front,Euro 5,,,,02/2020,,,,,,
103,https://www.autoscout24.com//offers/audi-a1-sb-1-0-tfsi-austria-s-line-gasoline-white-6bbf5998-017e-1765-e053-e250040a155b,"Audi A1 SB 1,0 TFSI Austria S-line","€ 16,990.-","30,000 km",Used,03/2018,70 kW,95 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Audi,A1,2018,White,Metallic,,Sedans,5,4,Manual,5,999 cc,3,"1,110 kg",Gasoline,"4.2 l/100 km (comb)
5 l/100 km (city)
3.7 l/100 km (country)",97 g CO2/km (comb),,,,Euro 6,,,,,,,,,,
104,https://www.autoscout24.com//offers/peugeot-3008-2-0-bhdi-150-s-s-allure-diesel-white-b4550442-9846-4d10-9735-0620b91cd031,"Peugeot 3008 2,0 BHDi 150 S&S Allure","€ 16,990.-","56,000 km","Used, Full Service History",07/2016,110 kW,150 hp,"Manual, Diesel","Manual, Diesel",Used,1,,,,,Peugeot,3008,2016,White,Metallic,Full leather,Sedans,5,5,Manual,6,"1,997 cc",,,Diesel (Particulate Filter),,114 g CO2/km (comb),3424364,weiss,front,Euro 6,,,,,,,,,,
105,https://www.autoscout24.com//offers/mazda-6-cd-140-te-plus-diesel-red-e2091998-4908-8b39-e053-e250040a3204,Mazda 6 CD 140 TE Plus,"€ 5,200.-","218,000 km","Used, Full Service History",05/2009,103 kW,140 hp,"Manual, Diesel","Manual, Diesel",Used,1,07/2019,,,,Mazda,6,2009,Red,Metallic,,Sedans,4,5,Manual,6,"1,998 cc",4,"1,500 kg",Diesel (Particulate Filter),"5.6 l/100 km (comb)
6.7 l/100 km (city)
5 l/100 km (country)",149 g CO2/km (comb),,,,Euro 4,,,,05/2020,,,,,,
106,https://www.autoscout24.com//offers/toyota-avensis-2-0-d4-d-125-dpf-premium-diesel-grey-bee048a8-3169-42c8-8d68-ddc44c27070f,"Toyota Avensis 2,0 D4-D 125 DPF Premium","€ 13,990.-","99,841 km",Used,04/2013,91 kW,124 hp,"Manual, Diesel","Manual, Diesel",Used,2,,,,,Toyota,Avensis,2013,Grey,,"Cloth, Black",Station wagon,5,5,Manual,6,"1,998 cc",,,Diesel (Particulate Filter),"4.6 l/100 km (comb)

",120 g CO2/km (comb),3336837,grau,front,Euro 5,,,,,,,,,,
107,https://www.autoscout24.com//offers/ford-transit-2-0-transit-2-0-tdci-130ps-310l2-kasten-trend-klim-diesel-white-3ed36b62-dc9c-4f66-9511-56fd808a7612,Ford Transit 2.0 Transit 2.0 TDCi 130PS 310L2 Kasten Trend Klim,"€ 27,165.-",100 km,"Demonstration, Full Service History",06/2019,- kW,- hp,"Manual, Diesel","Manual, Diesel",Demonstration,,,,,,Ford,Transit,2019,White,Metallic,Cloth,Other,5,5,Manual,,"1,998 cc",,,Diesel (Particulate Filter),,171 g CO2/km (comb),A16572,Frozen White H6W,front,,,,,06/2022,,,,,,
108,https://www.autoscout24.com//offers/peugeot-308-sw-1-6-bluehdi-120-s-s-business-line-diesel-grey-c56aa15f-a67c-412c-bfc2-2fc806808407,"Peugeot 308 SW 1,6 BlueHDi 120 S&S Business Line","€ 16,997.-","9,000 km","Used, Full Service History",12/2016,88 kW,120 hp,"Manual, Diesel","Manual, Diesel",Used,,,24 months,,,Peugeot,308,2016,Grey,Metallic,"Cloth, Black",Station wagon,5,5,Manual,6,"1,560 cc",,"1,300 kg",Diesel (Particulate Filter),"3.2 l/100 km (comb)

",85 g CO2/km (comb),2021334655,Artense grau,front,,,,,12/2021,,,,,,
109,https://www.autoscout24.com//offers/audi-a6-allroad-3-0-tdi-v6-quattro-tiptr-dpf-diesel-grey-7bd2b99b-805c-3d47-e053-e250040ab2de,"Audi A6 allroad 3,0 TDI V6 quattro Tiptr. DPF","€ 8,000.-","185,000 km","Used, Full Service History",10/2006,171 kW,232 hp,"Semi-automatic, Diesel","Semi-automatic, Diesel",Used,,01/2019,,,,Audi,A6 allroad,2006,Grey,,,Station wagon,5,5,Semi-automatic,6,"2,967 cc",6,"1,880 kg",Diesel (Particulate Filter),"8.8 l/100 km (comb)
11.8 l/100 km (city)
7 l/100 km (country)",232 g CO2/km (comb),,,,Euro 4,,,,10/2020,,,,,,
110,https://www.autoscout24.com//offers/seat-ibiza-fresh-1-4-tdi-pd-diesel-blue-d609b9fd-ef37-4eb9-b8b9-4d083e11fa86,"SEAT Ibiza Fresh 1,4 TDI PD","€ 1,600.-","199,000 km","Used, Full Service History",04/2005,55 kW,75 hp,"Manual, Diesel","Manual, Diesel",Used,1,11/2019,,,,SEAT,Ibiza,2005,Blue,Metallic,"Cloth, Black",Sedans,5,5,Manual,5,"1,422 cc",3,"1,128 kg",Diesel,,,,1G / S5S,front,,,Austria,,,,,,,,
111,https://www.autoscout24.com//offers/volkswagen-kaefer-gasoline-red-47a37e9b-2857-611a-e053-e250040a2f33,Volkswagen Käfer,"€ 6,000.-","11,876 km",Antique / Classic,01/1977,25 kW,34 hp,Gasoline,Gasoline,Antique / Classic,,,,,,Volkswagen,Käfer,1977,Red,Metallic,,Convertible,,,,,,,,Gasoline,,,,,,,,,,,,,,,,
